  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      4.7836E-03      1.1099E+00      1.0201E+00      1.2195E+00      4.7114E-03      8.8508E+01      9.2167E+01      1.0000E+00
      4.4364E-03      1.0712E+00      1.0083E+00      1.1362E+00      4.4053E-03      8.8900E+01      9.1153E+01      1.0000E+00
      4.4442E-03      1.0843E+00      1.0098E+00      1.1502E+00      4.2827E-03      8.6170E+01      9.2909E+01      1.0000E+00
      4.3485E-03      1.0678E+00      1.0074E+00      1.1281E+00      4.3136E-03      8.8896E+01      9.1074E+01      1.0000E+00
      4.0941E-03      1.0682E+00      1.0073E+00      1.1091E+00      3.9338E-03      8.6469E+01      9.4315E+01      1.0000E+00
      5.3915E-03      1.5366E+00      1.3688E+00      2.0021E+00      3.3748E-03      5.0433E+01      1.2277E+02      1.0000E+00
      3.3339E-03      1.0708E+00      1.0202E+00      1.1672E+00      2.8843E-03      8.5390E+01      1.0104E+02      1.0000E+00
      6.8827E-03      1.6934E+00      1.6220E+00      2.3417E+00      3.5007E-03      5.1603E+01      1.3619E+02      1.0000E+00
      4.3287E-03      1.0618E+00      1.0067E+00      1.1198E+00      4.3103E-03      8.8726E+01      9.1320E+01      1.0000E+00
      4.0445E-03      1.0523E+00      1.0047E+00      1.0902E+00      3.9238E-03      8.7472E+01      9.3431E+01      1.0000E+00
      4.3924E-03      1.0645E+00      1.0071E+00      1.1238E+00      4.3705E-03      8.8519E+01      9.1471E+01      1.0000E+00
      4.3194E-03      1.0653E+00      1.0064E+00      1.1154E+00      4.1926E-03      8.6375E+01      9.2859E+01      1.0000E+00
      3.2831E-03      1.0808E+00      1.0319E+00      1.1941E+00      2.7918E-03      8.3026E+01      1.0364E+02      1.0000E+00
      6.6176E-03      1.6993E+00      1.6001E+00      2.3072E+00      3.2415E-03      5.3058E+01      1.3693E+02      1.0000E+00
      5.0153E-03      1.4471E+00      1.2960E+00      1.8869E+00      3.2845E-03      5.4284E+01      1.1943E+02      1.0000E+00
      1.3012E-02      1.2069E+00      1.0931E+00      1.5638E+00      9.3855E-03      7.2420E+01      1.0355E+02      1.0000E+00
