  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      4.6763E-03      1.1958E+00      1.0520E+00      1.2572E+00      4.0927E-03      7.6350E+01      1.0466E+02      1.0000E+00
      4.5950E-03      1.2085E+00      1.0604E+00      1.2681E+00      3.9742E-03      7.5154E+01      1.0638E+02      1.0000E+00
      1.8480E-03      1.6297E+00      1.5635E+00      2.3319E+00      9.4280E-04      5.4574E+01      1.3383E+02      1.0000E+00
      8.6155E-04      1.0846E+00      1.0254E+00      1.1792E+00      7.3905E-04      8.3966E+01      1.0252E+02      1.0000E+00
      1.4058E-03      1.5646E+00      1.3849E+00      2.0376E+00      8.6985E-04      4.9733E+01      1.2366E+02      1.0000E+00
      1.8452E-03      1.6068E+00      1.5723E+00      2.3456E+00      9.2932E-04      5.5412E+01      1.3363E+02      1.0000E+00
      1.3934E-03      1.5790E+00      1.4184E+00      2.0381E+00      8.7152E-04      4.8777E+01      1.2560E+02      1.0000E+00
      8.5817E-04      1.1035E+00      1.0183E+00      1.1983E+00      7.3010E-04      8.3561E+01      1.0076E+02      1.0000E+00
      4.3815E-03      1.1608E+00      1.0372E+00      1.2398E+00      3.8390E-03      8.0562E+01      1.0277E+02      1.0000E+00
      4.7990E-03      1.1054E+00      1.0178E+00      1.2066E+00      4.2262E-03      8.1503E+01      9.5289E+01      1.0000E+00
      4.2509E-03      1.0951E+00      1.0228E+00      1.1774E+00      3.7679E-03      8.1605E+01      1.0175E+02      1.0000E+00
      1.8302E-03      1.5084E+00      1.3779E+00      2.1627E+00      1.0340E-03      6.0369E+01      1.2648E+02      1.0000E+00
      9.0180E-04      1.0801E+00      1.0303E+00      1.1313E+00      8.1754E-04      8.1009E+01      1.0378E+02      1.0000E+00
      1.7982E-03      1.5922E+00      1.4190E+00      2.1559E+00      1.0258E-03      5.5961E+01      1.2974E+02      1.0000E+00
      1.0304E-03      1.0543E+00      1.0048E+00      1.0876E+00      9.9288E-04      8.7127E+01      9.3815E+01      1.0000E+00
      1.1160E-03      1.0663E+00      1.0058E+00      1.1130E+00      1.0810E-03      8.6964E+01      9.2399E+01      1.0000E+00
      1.0425E-03      1.0269E+00      1.0012E+00      1.0496E+00      1.0344E-03      8.9641E+01      9.0553E+01      1.0000E+00
      1.0653E-03      1.0269E+00      1.0012E+00      1.0487E+00      1.0592E-03      8.9469E+01      9.0558E+01      1.0000E+00
      1.1213E-03      1.0644E+00      1.0081E+00      1.1005E+00      1.0927E-03      8.5080E+01      9.4955E+01      1.0000E+00
      1.0322E-03      1.0563E+00      1.0137E+00      1.0986E+00      9.6569E-04      8.4041E+01      9.9279E+01      1.0000E+00
      1.0811E-03      1.0195E+00      1.0010E+00      1.0364E+00      1.0720E-03      8.8382E+01      9.1984E+01      1.0000E+00
      1.0980E-03      1.0251E+00      1.0033E+00      1.0446E+00      1.0707E-03      8.5797E+01      9.4540E+01      1.0000E+00
      1.0324E-03      1.0144E+00      1.0004E+00      1.0282E+00      1.0314E-03      8.9832E+01      9.0148E+01      1.0000E+00
      1.0406E-03      1.0106E+00      1.0002E+00      1.0221E+00      1.0395E-03      8.9721E+01      9.0295E+01      1.0000E+00
      1.0249E-03      1.0101E+00      1.0002E+00      1.0200E+00      1.0246E-03      8.9954E+01      9.0034E+01      1.0000E+00
      1.0289E-03      1.0077E+00      1.0001E+00      1.0149E+00      1.0269E-03      8.9840E+01      9.0073E+01      1.0000E+00
      1.0529E-03      1.0047E+00      1.0001E+00      1.0138E+00      1.0451E-03      8.9344E+01      9.0489E+01      1.0000E+00
      1.0802E-03      1.0329E+00      1.0017E+00      1.0513E+00      1.0493E-03      8.7386E+01      9.2199E+01      1.0000E+00
      1.0274E-03      1.0060E+00      1.0001E+00      1.0137E+00      1.0180E-03      8.9626E+01      9.0673E+01      1.0000E+00
      9.9628E-04      1.0232E+00      1.0022E+00      1.0524E+00      9.5933E-04      8.7696E+01      9.3604E+01      1.0000E+00
      4.2616E-03      1.1161E+00      1.0376E+00      1.1963E+00      3.8340E-03      7.6321E+01      1.0474E+02      1.0000E+00
      3.9645E-03      1.1557E+00      1.0406E+00      1.3327E+00      3.3628E-03      7.6470E+01      1.0237E+02      1.0000E+00
      8.4157E-04      1.0992E+00      1.0251E+00      1.2433E+00      7.1482E-04      8.4024E+01      1.0109E+02      1.0000E+00
